Date Received,Incident Date,Processing Time (Days),Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
08/21/2014,08/18/2014,3,ORD,Chicago O'Hare International Airport,Lufthansa  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
08/29/2014,08/24/2014,5,CRP,Corpus Christi International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
09/01/2014,07/31/2014,32,PIT,Pittsburgh International Airport,USAir  ,Property Damage,Checked Baggage,"""Travel Accessories""",0,Deny
09/15/2014,07/30/2014,47,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",150,Approve in Full
08/21/2014,08/07/2014,14,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",21.65,Approve in Full
09/15/2014,08/24/2014,22,TPA,Tampa International,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses; Food & Drink""",0,Deny
08/30/2014,08/06/2014,24,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses; Clothing""",0,Deny
08/22/2014,08/20/2014,2,TPA,Tampa International,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",0,Deny
09/02/2014,09/01/2014,1,F,Foreign airport,-,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
08/21/2014,08/04/2014,17,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,"""Other""",29,Approve in Full
08/20/2014,07/14/2014,37,MSP,Minneapolis/ St.Paul International Airport,Alitalia  ,Property Damage,Checked Baggage,"""Home Decor""",160,Approve in Full
08/22/2014,07/30/2014,23,CHS,Charleston International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Personal Accessories""",192.88,Settle
08/21/2014,08/16/2014,5,LIH,Lihue Airport,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",0,Deny
08/22/2014,08/17/2014,5,MIA,Miami International Airport,Virgin America,Passenger Property Loss,Checked Baggage,"""Computer & Accessories""",315.3,Settle
08/22/2014,07/30/2014,23,RIC,Richmond International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
08/18/2014,07/14/2014,35,EWR,Newark International Airport,UAL  ,Property Damage,Checked Baggage,"""Sporting Equipment & Supplies""",2500,Settle
08/29/2014,08/19/2014,10,SJU,Luis Munoz Marin International,-,Property Damage,Checked Baggage,"""Other""",1727,Settle
09/16/2014,07/09/2014,69,TUS,Tucson International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""-""",64.98,Approve in Full
08/22/2014,08/13/2014,9,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines  ,Property Damage,Checked Baggage,"""Other""",60,Approve in Full
08/25/2014,01/08/2014,229,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Travel Accessories""",126,Settle
08/25/2014,08/23/2014,2,TUL,Tulsa International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",18.63,Approve in Full
08/26/2014,08/18/2014,8,TPA,Tampa International,Jet Blue,Property Damage,Checked Baggage,"""Computer & Accessories""",0,Deny
08/25/2014,08/04/2014,21,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
08/28/2014,08/15/2014,13,IAD,Washington Dulles International,Virgin America,Passenger Property Loss,Checked Baggage,"""Sporting Equipment & Supplies""",109,Approve in Full
08/28/2014,04/16/2014,134,SLC,Salt Lake City International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,"""-""",0,Deny
08/26/2014,07/27/2014,30,MCO,Orlando International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
09/16/2014,07/05/2014,73,F,Foreign airport,British Airways  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
08/19/2014,05/13/2014,98,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Property Damage,Checked Baggage,"""""Books & Magazines & Other""""",121.59,Approve in Full
08/19/2014,07/18/2014,32,PDX,Portland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",158,Approve in Full
09/02/2014,08/28/2014,5,MCO,Orlando International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Currency""",0,Deny
08/19/2014,07/24/2014,26,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,"""Other""",0,Deny
08/19/2014,07/29/2014,21,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",0,Deny
08/28/2014,07/08/2014,51,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
08/28/2014,07/24/2014,35,AUS,Austin-Bergstrom International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,"""Computer & Accessories""",0,Deny
08/28/2014,07/19/2014,40,OMA,Eppley Airfield,Southwest Airlines  ,Property Damage,Checked Baggage,"""Clothing""",32.59,Approve in Full
08/19/2014,08/09/2014,10,MCO,Orlando International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Household Items""",0,Deny
08/18/2014,08/08/2014,10,BOS,Boston (Logan) International Airport ,Emirates,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
08/25/2014,08/23/2014,2,SLC,Salt Lake City International Airport,American Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",30,Approve in Full
08/19/2014,05/21/2014,90,RSW,Southwest Florida International,Jet Blue,Passenger Property Loss,Checked Baggage,"""Computer & Accessories""",0,Deny
09/02/2014,08/22/2014,11,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Personal Accessories""",247,Settle
08/19/2014,07/19/2014,31,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing; Cosmetics & Grooming""",0,Deny
09/02/2014,08/29/2014,4,PIT,Pittsburgh International Airport,USAir  ,Passenger Property Loss,Checked Baggage,"""Cameras""",0,Deny
08/26/2014,01/18/2014,220,BUR,Bob Hope ,Southwest Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",87.5,Settle
08/29/2014,08/11/2014,18,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
09/02/2014,08/24/2014,9,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Household Items""",7,Approve in Full
08/26/2014,08/21/2014,5,LAX,Los Angeles International Airport ,USAir  ,Passenger Property Loss,Checked Baggage,"""Cameras""",0,Deny
08/25/2014,08/19/2014,6,MSY,New Orleans International,Southwest Airlines  ,Property Damage,Checked Baggage,"""Food & Drink""",30,Approve in Full
08/25/2014,08/17/2014,8,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches; Other; Other; Travel Accessories""",0,Deny
09/17/2014,08/12/2014,36,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
08/27/2014,08/15/2014,12,GST,Gustavus,Alaska Airlines  ,Property Damage,Checked Baggage,"""-""",39,Approve in Full
08/27/2014,08/06/2014,21,LAX,Los Angeles International Airport ,Alaska Airlines  ,Property Damage,Checked Baggage,"""-""",95,Approve in Full
08/27/2014,08/10/2014,17,DCA,Ronald Reagan Washington National Airport,USAir  ,Property Damage,Checked Baggage,"""-""",0,Deny
08/27/2014,08/16/2014,11,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,"""-""",4.31,Approve in Full
08/26/2014,08/02/2014,24,SNA,John Wayne,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
08/26/2014,08/25/2014,1,LAX,Los Angeles International Airport ,USAir  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
08/26/2014,08/21/2014,5,STL,Lambert St. Louis International,UAL  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
08/26/2014,08/08/2014,18,MCO,Orlando International Airport,Virgin Atlantic,Passenger Property Loss,Checked Baggage,"""Baggage/Cases/Purses; Cameras; Computer & Accessories; Personal Electronics""",0,Deny
08/26/2014,08/08/2014,18,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
08/29/2014,08/16/2014,13,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Food & Drink""",6,Approve in Full
08/26/2014,08/09/2014,17,RNO,Reno/Tahoe International,Horizon Air,Passenger Property Loss,Checked Baggage,"""Other""",47,Approve in Full
09/02/2014,06/30/2014,64,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
08/26/2014,08/13/2014,13,IAD,Washington Dulles International,USAir  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",60,Approve in Full
09/02/2014,07/27/2014,37,DCA,Ronald Reagan Washington National Airport,USAir  ,Passenger Property Loss,Checked Baggage,"""Baggage/Cases/Purses; Jewelry & Watches""",0,Deny
09/02/2014,07/06/2014,58,MAF,Midland International Airport,American Eagle  ,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",0,Deny
08/26/2014,06/12/2014,75,IAD,Washington Dulles International,Air France,Passenger Property Loss,Checked Baggage,"""Clothing""",108.98,Approve in Full
09/02/2014,08/18/2014,15,BNA,Nashville International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",50,Approve in Full
08/26/2014,08/09/2014,17,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
09/18/2014,08/16/2014,33,PHL,Philadelphia International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",0,Deny
08/27/2014,06/20/2014,68,MCO,Orlando International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
08/27/2014,07/16/2014,42,PBI,Palm Beach International,Jet Blue,Property Damage,Checked Baggage,"""-""",0,Deny
08/28/2014,08/09/2014,19,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,"""-""",150.88,Approve in Full
08/28/2014,08/12/2014,16,BOS,Boston (Logan) International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,"""-""",0,Deny
09/03/2014,09/01/2014,2,LAX,Los Angeles International Airport ,Air Canada,Passenger Property Loss,Checked Baggage,"""Clothing""",61.19,Approve in Full
09/04/2014,08/18/2014,17,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses; Household Items""",176,Approve in Full
08/26/2014,07/19/2014,38,DAL,Dallas Love Field,Southwest Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",32.46,Approve in Full
09/19/2014,08/23/2014,27,ORF,Norfolk International,Southwest Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
08/26/2014,05/25/2014,93,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,"""Food & Drink; Sporting Equipment & Supplies""",0,Deny
08/26/2014,08/03/2014,23,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
08/27/2014,08/22/2014,5,LAS,McCarran International,-,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
08/29/2014,08/15/2014,14,ATL,Hartsfield-Jackson Atlanta International Airport,Aero Mexico,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming; Jewelry & Watches""",0,Deny
08/26/2014,08/17/2014,9,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",0,Deny
08/25/2014,07/11/2014,45,LGA,LaGuardia ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",0,Deny
08/27/2014,08/13/2014,14,ORD,Chicago O'Hare International Airport,UAL  ,Property Damage,Checked Baggage,"""Travel Accessories""",31.48,Approve in Full
08/25/2014,07/31/2014,25,LAX,Los Angeles International Airport ,Air New Zealand  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",10.79,Approve in Full
09/03/2014,08/30/2014,4,TLH,Tallahassee Regional,USAir  ,Passenger Property Loss,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
08/26/2014,07/29/2014,28,DCA,Ronald Reagan Washington National Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""Cameras""",0,Deny
08/27/2014,08/20/2014,7,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",74.19,Approve in Full
08/21/2014,08/11/2014,10,SLC,Salt Lake City International Airport,UAL  ,Property Damage,Checked Baggage,"""Other""",91.84,Approve in Full
08/29/2014,08/07/2014,22,LGB,Long Beach,Jet Blue,Property Damage,Checked Baggage,"""Sporting Equipment & Supplies""",324.78,Settle
08/19/2014,07/14/2014,36,LAS,McCarran International,UAL  ,Property Damage,Checked Baggage,"""Cameras""",0,Deny
08/18/2014,06/26/2013,418,SJC,Norman Y Mineta San Jose International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",79.71,Settle
08/28/2014,08/09/2014,19,MCO,Orlando International Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""-""",50,Approve in Full
08/28/2014,07/08/2014,51,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Property Damage,Checked Baggage,"""-""",58,Approve in Full
08/28/2014,07/29/2014,30,IAD,Washington Dulles International,UAL  ,Property Damage,Checked Baggage,"""-""",0,Deny
08/28/2014,08/18/2014,10,ORD,Chicago O'Hare International Airport,Virgin America,Passenger Property Loss,Checked Baggage,"""-""",49.04,Approve in Full
08/28/2014,11/20/2012,646,SAN,San Diego International,UAL  ,Property Damage,Checked Baggage,"""-""",0,Deny
08/28/2014,08/02/2014,26,MCO,Orlando International Airport,-,Passenger Property Loss,Checked Baggage,"""-""",13,Approve in Full
09/04/2014,08/21/2014,14,TPA,Tampa International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""-""",11.99,Approve in Full
09/04/2014,07/24/2014,42,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
09/04/2014,06/10/2014,86,RSW,Southwest Florida International,AirTran Airlines,Property Damage,Checked Baggage,"""-""",0,Deny
09/04/2014,02/08/2014,208,STT,Cyril E. King International,-,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
09/04/2014,08/22/2014,13,IAD,Washington Dulles International,UAL  ,Property Damage,Checked Baggage,"""-""",16.31,Approve in Full
09/04/2014,08/22/2014,13,ORF,Norfolk International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
09/04/2014,08/13/2014,22,PHL,Philadelphia International Airport,Virgin America,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
09/04/2014,08/23/2014,12,LGA,LaGuardia ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
09/04/2014,05/24/2014,103,PHX,Phoenix Sky Harbor International,USAir  ,Passenger Property Loss,Checked Baggage,"""-""",74.32,Approve in Full
09/04/2014,12/29/2013,249,BDL,Bradley International Airport,-,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
09/04/2014,08/05/2014,30,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""-""",90,Approve in Full
09/21/2014,09/21/2014,0,MCO,Orlando International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""-""",10.99,Approve in Full
08/26/2014,07/14/2014,43,MCO,Orlando International Airport,USAir  ,Property Damage,Checked Baggage,"""Computer & Accessories""",0,Deny
08/29/2014,07/21/2014,39,F,Foreign airport,British Airways  ,Property Damage,Checked Baggage,"""Sporting Equipment & Supplies""",0,Deny
08/25/2014,07/31/2014,25,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Hunting & Fishing Items""",0,Deny
08/29/2014,07/21/2014,39,IAD,Washington Dulles International,British Airways  ,Property Damage,Checked Baggage,"""Sporting Equipment & Supplies""",0,Deny
08/29/2014,08/21/2014,8,DFW,Dallas-Fort Worth International Airport ,UAL  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",50,Approve in Full
08/27/2014,07/28/2014,30,TVC,Cherry Capital Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",20,Approve in Full
08/29/2014,08/18/2014,11,IAD,Washington Dulles International,Delta Air Lines  ,Property Damage,Checked Baggage,"""Food & Drink""",51.47,Approve in Full
08/25/2014,08/13/2014,12,SAV,Savannah International,Delta Air Lines  ,Property Damage,Checked Baggage,"""Clothing""",47.73,Approve in Full
08/29/2014,07/28/2014,32,LAS,McCarran International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Personal Accessories""",189.96,Approve in Full
08/26/2014,08/16/2014,10,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",254.79,Approve in Full
08/26/2014,07/29/2014,28,ANC,Ted Stevens Anchorage International Airport,UAL  ,Property Damage,Checked Baggage,"""Personal Accessories""",27.99,Approve in Full
09/03/2014,07/29/2014,36,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Property Damage,Checked Baggage,"""Household Items""",50,Approve in Full
09/03/2014,08/23/2014,11,PIA,Greater Peoria,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Cameras""",0,Deny
